fresh_id,title,year,venue,doi,url,query,duplicate_existing_pool,target_families,l4_tilt_priority,cited_by_count,initial_screen_note,source,duplicate_prior_targeted_screen,title_target_families,title_l4_priority,lookup_openalex_id,abstract_status,abstract,abstract_disposition_status,abstract_disposition_tier,abstract_disposition_reason,abstract_next_action
FT-L4-011,Privacy-Enhancing Digital Contact Tracing with Machine Learning for Pandemic Response: A Comprehensive Review,2023,Big Data and Cognitive Computing,https://doi.org/10.3390/bdcc7020108,https://doi.org/10.3390/bdcc7020108,"""large language model"" ""agent-based simulation"" ""graph""",False,l4_graph_topology;llm_agent,high,26,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4379232373,abstract_available,"The rapid global spread of the coronavirus disease (COVID-19) has severely impacted daily life worldwide. As potential solutions, various digital contact tracing (DCT) strategies have emerged to mitigate the virus’s spread while maintaining economic and social activities. The computational epidemiology problems of DCT often involve parameter optimization through learning processes, making it crucial to understand how to apply machine learning techniques for effective DCT optimization. While numerous research studies on DCT have emerged recently, most existing reviews primarily focus on DCT application design and implementation. This paper offers a comprehensive overview of privacy-preserving machine learning-based DCT in preparation for future pandemics. We propose a new taxonomy to classify existing DCT strategies into forward, backward, and proactive contact tracing. We then categorize several DCT apps developed during the COVID-19 pandemic based on their tracing strategies. Furthermore, we derive three research questions related to computational epidemiology for DCT and provide a detailed description of machine learning techniques to address these problems. We discuss the challenges of learning-based DCT and suggest potential solutions. Additionally, we include a case study demonstrating the review’s insights into the pandemic response. Finally, we summarize the study’s limitations and highlight promising future research directions in DCT.",abstract_exclude,excluded,"Abstract/title indicates review or background item, not a primary LLM-agent spatial/social system.",exclude_or_background_only
FT-L4-012,Social bot detection in the age of ChatGPT: Challenges and opportunities,2023,First Monday,https://doi.org/10.5210/fm.v28i6.13185,https://doi.org/10.5210/fm.v28i6.13185,"""generative agents"" ""social network"" ""community""",False,l4_graph_topology;llm_agent,high,53,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4380887356,abstract_available,"We present a comprehensive overview of the challenges and opportunities in social bot detection in the context of the rise of sophisticated AI-based chatbots. By examining the state of the art in social bot detection techniques and the more salient real-world application to date, we identify gaps and emerging trends in the field, with a focus on addressing the unique challenges posed by AI-generated conversations and behaviors. We suggest potentially promising opportunities and research directions in social bot detection, including (i) the use of generative agents for synthetic data generation, testing and evaluation; (ii) the need for multimodal and cross-platform detection based on network and behavioral signatures of coordination and influence; (iii) the opportunity to extend bot detection to non-English and low-resource language settings; and, (iv) the room for development of collaborative, federated learning detection models that can help facilitate cooperation between different organizations and platforms while preserving user privacy.",abstract_background_or_adjacent,adjacent_or_foundational,"Abstract indicates background/review/foundational/adjacent relevance, not a primary Core system row.",keep_as_background_or_low_priority
FT-L4-013,"Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ethics, and key requirements to responsible AI systems and regulation",2023,Information Fusion,https://doi.org/10.1016/j.inffus.2023.101896,https://doi.org/10.1016/j.inffus.2023.101896,"""large language model"" ""social network"" ""centrality""",True,l4_graph_topology;llm_agent,high,622,duplicate_of_existing_candidate_pool,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4381848566,abstract_available,"Trustworthy Artificial Intelligence (AI) is based on seven technical requirements sustained over three main pillars that should be met throughout the system’s entire life cycle: it should be (1) lawful, (2) ethical, and (3) robust, both from a technical and a social perspective. However, attaining truly trustworthy AI concerns a wider vision that comprises the trustworthiness of all processes and actors that are part of the system’s life cycle, and considers previous aspects from different lenses. A more holistic vision contemplates four essential axes: the global principles for ethical use and development of AI-based systems, a philosophical take on AI ethics, a risk-based approach to AI regulation, and the mentioned pillars and requirements. The seven requirements (human agency and oversight; robustness and safety; privacy and data governance; transparency; diversity, non-discrimination and fairness; societal and environmental wellbeing; and accountability) are analyzed from a triple perspective: What each requirement for trustworthy AI is, Why it is needed, and How each requirement can be implemented in practice. On the other hand, a practical approach to implement trustworthy AI systems allows defining the concept of responsibility of AI-based systems facing the law, through a given auditing process. Therefore, a responsible AI system is the resulting notion we introduce in this work, and a concept of utmost necessity that can be realized through auditing processes, subject to the challenges posed by the use of regulatory sandboxes. Our multidisciplinary vision of trustworthy AI culminates in a debate on the diverging views published lately about the future of AI. Our reflections in this matter conclude that regulation is a key for reaching a consensus among these views, and that trustworthy and responsible AI systems will be crucial for the present and future of our society.",duplicate_existing_pool,duplicate,Duplicate of original Phase 1 candidate pool.,do_not_count_as_new_screen_record
FT-L4-014,Human-AI Coevolution,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2306.13723,https://doi.org/10.48550/arxiv.2306.13723,"""LLM"" ""opinion dynamics"" ""network structure""",False,l4_graph_topology;llm_agent,high,9,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4382319286,abstract_available,"Human-AI coevolution, defined as a process in which humans and AI algorithms continuously influence each other, increasingly characterises our society, but is understudied in artificial intelligence and complexity science literature. Recommender systems and assistants play a prominent role in human-AI coevolution, as they permeate many facets of daily life and influence human choices on online platforms. The interaction between users and AI results in a potentially endless feedback loop, wherein users' choices generate data to train AI models, which, in turn, shape subsequent user preferences. This human-AI feedback loop has peculiar characteristics compared to traditional human-machine interaction and gives rise to complex and often ``unintended'' social outcomes. This paper introduces Coevolution AI as the cornerstone for a new field of study at the intersection between AI and complexity science focused on the theoretical, empirical, and mathematical investigation of the human-AI feedback loop. In doing so, we: (i) outline the pros and cons of existing methodologies and highlight shortcomings and potential ways for capturing feedback loop mechanisms; (ii) propose a reflection at the intersection between complexity science, AI and society; (iii) provide real-world examples for different human-AI ecosystems; and (iv) illustrate challenges to the creation of such a field of study, conceptualising them at increasing levels of abstraction, i.e., technical, epistemological, legal and socio-political.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-015,Algorithmic fairness in artificial intelligence for medicine and healthcare,2023,Nature Biomedical Engineering,https://doi.org/10.1038/s41551-023-01056-8,https://doi.org/10.1038/s41551-023-01056-8,"""large language model"" ""social network"" ""centrality""",False,l4_graph_topology;llm_agent,high,533,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4382394524,abstract_available,"In healthcare, the development and deployment of insufficiently fair systems of artificial intelligence (AI) can undermine the delivery of equitable care. Assessments of AI models stratified across subpopulations have revealed inequalities in how patients are diagnosed, treated and billed. In this Perspective, we outline fairness in machine learning through the lens of healthcare, and discuss how algorithmic biases (in data acquisition, genetic variation and intra-observer labelling variability, in particular) arise in clinical workflows and the resulting healthcare disparities. We also review emerging technology for mitigating biases via disentanglement, federated learning and model explainability, and their role in the development of AI-based software as a medical device. This Perspective discusses fairness in machine learning and how algorithmic biases arising in clinical workflows can cause healthcare disparities.",abstract_missing_exclude,excluded,Abstract missing and title/metadata does not indicate a target LLM-agent spatial/social system.,exclude_unless_later_source_found
FT-L4-016,S$^3$: Social-network Simulation System with Large Language Model-Empowered Agents,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2307.14984,https://doi.org/10.48550/arxiv.2307.14984,"""large language model"" ""agent-based simulation"" ""graph""",False,l4_graph_topology;llm_agent,high,6,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_l4_graph_topology;title_llm_agent,high,https://openalex.org/W4385374144,abstract_available,"Social network simulation plays a crucial role in addressing various challenges within social science. It offers extensive applications such as state prediction, phenomena explanation, and policy-making support, among others. In this work, we harness the formidable human-like capabilities exhibited by large language models (LLMs) in sensing, reasoning, and behaving, and utilize these qualities to construct the S$^3$ system (short for $\textbf{S}$ocial network $\textbf{S}$imulation $\textbf{S}$ystem). Adhering to the widely employed agent-based simulation paradigm, we employ prompt engineering and prompt tuning techniques to ensure that the agent's behavior closely emulates that of a genuine human within the social network. Specifically, we simulate three pivotal aspects: emotion, attitude, and interaction behaviors. By endowing the agent in the system with the ability to perceive the informational environment and emulate human actions, we observe the emergence of population-level phenomena, including the propagation of information, attitudes, and emotions. We conduct an evaluation encompassing two levels of simulation, employing real-world social network data. Encouragingly, the results demonstrate promising accuracy. This work represents an initial step in the realm of social network simulation empowered by LLM-based agents. We anticipate that our endeavors will serve as a source of inspiration for the development of simulation systems within, but not limited to, social science.",duplicate_existing_pool,duplicate,Covered by existing BK07 S^3 bridge-core row.,do_not_count_as_new_screen_record
FT-L4-017,Developing a Next-Generation Model for Massive Digital Learning,2023,Education Sciences,https://doi.org/10.3390/educsci13080845,https://doi.org/10.3390/educsci13080845,"""large language model"" ""agent-based simulation"" ""graph""",False,l4_graph_topology;llm_agent,high,14,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4386029813,abstract_available,"A decade ago, massively open online courses (MOOCs) were heralded as the solution to universal, global access to higher education. While they failed to reach this vision, primarily because of teaching-by-telling and learning-by-listening (a PDF of the residential classroom), MOOCs provided the foundational models and infrastructure for emergency remote learning in the pandemic. Reports of remote learning’s death post-pandemic are greatly exaggerated, since the world is now irreversibly hybrid—and will stay that way because many people and organizations value the new opportunities this presents. From now on, when students leave the shelter of classrooms to interact with the world beyond schooling, they must have skills for adept performance both face-to-face and across distance. Colleges, universities, and regions that force all teaching and learning to be face-to-face are dooming their graduates to reduced agency in every other aspect of life. As discussed in recent reports from Harvard, MIT, and Stanford, innovative approaches to digital learning were developed during the pandemic that are now improving campus-based learning. Insights from these approaches offer the opportunity for student engagement at scale, taking advantage of strengths of online instruction such as collapsing time, bridging space, personalizing via rich datastreams, using AI-based instructional assistants and learning partners, delivering content and experience across universities, and sustaining online learning communities after formal instruction ends. Combined, these advances can enable next-generation massive digital hybrid learning, a means to achieve the aspirational vision of universal global access to higher education. A coalition of higher education institutions could begin to realize this vision, an essential step in enabling all learners to survive and thrive in our increasingly turbulent, disruptive global economy and civilization.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-018,A Survey on Large Language Model based Autonomous Agents,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2308.11432,https://doi.org/10.48550/arxiv.2308.11432,"""large language model"" ""agent-based simulation"" ""graph""",True,l4_graph_topology;llm_agent,high,113,duplicate_of_existing_candidate_pool,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4386184788,abstract_available,"Autonomous agents have long been a prominent research focus in both academic and industry communities. Previous research in this field often focuses on training agents with limited knowledge within isolated environments, which diverges significantly from human learning processes, and thus makes the agents hard to achieve human-like decisions. Recently, through the acquisition of vast amounts of web knowledge, large language models (LLMs) have demonstrated remarkable potential in achieving human-level intelligence. This has sparked an upsurge in studies investigating LLM-based autonomous agents. In this paper, we present a comprehensive survey of these studies, delivering a systematic review of the field of LLM-based autonomous agents from a holistic perspective. More specifically, we first discuss the construction of LLM-based autonomous agents, for which we propose a unified framework that encompasses a majority of the previous work. Then, we present a comprehensive overview of the diverse applications of LLM-based autonomous agents in the fields of social science, natural science, and engineering. Finally, we delve into the evaluation strategies commonly used for LLM-based autonomous agents. Based on the previous studies, we also present several challenges and future directions in this field. To keep track of this field and continuously update our survey, we maintain a repository of relevant references at https://github.com/Paitesanshi/LLM-Agent-Survey.",duplicate_existing_pool,duplicate,Duplicate of original Phase 1 candidate pool.,do_not_count_as_new_screen_record
FT-L4-019,Cognitive Architectures for Language Agents,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.02427,https://doi.org/10.48550/arxiv.2309.02427,"""generative agents"" ""social network"" ""community""",False,l4_graph_topology;llm_agent,high,57,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4386528753,abstract_available,"Recent efforts have augmented large language models (LLMs) with external resources (e.g., the Internet) or internal control flows (e.g., prompt chaining) for tasks requiring grounding or reasoning, leading to a new class of language agents. While these agents have achieved substantial empirical success, we lack a systematic framework to organize existing agents and plan future developments. In this paper, we draw on the rich history of cognitive science and symbolic artificial intelligence to propose Cognitive Architectures for Language Agents (CoALA). CoALA describes a language agent with modular memory components, a structured action space to interact with internal memory and external environments, and a generalized decision-making process to choose actions. We use CoALA to retrospectively survey and organize a large body of recent work, and prospectively identify actionable directions towards more capable agents. Taken together, CoALA contextualizes today's language agents within the broader history of AI and outlines a path towards language-based general intelligence.",abstract_exclude,excluded,Abstract does not indicate a target LLM-agent spatial/social/network system.,exclude
FT-L4-020,The Rise and Potential of Large Language Model Based Agents: A Survey,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.07864,https://doi.org/10.48550/arxiv.2309.07864,"""large language model"" ""agent-based simulation"" ""graph""",True,l4_graph_topology;llm_agent,high,248,duplicate_of_existing_candidate_pool,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4386794445,abstract_available,"For a long time, humanity has pursued artificial intelligence (AI) equivalent to or surpassing the human level, with AI agents considered a promising vehicle for this pursuit. AI agents are artificial entities that sense their environment, make decisions, and take actions. Many efforts have been made to develop intelligent agents, but they mainly focus on advancement in algorithms or training strategies to enhance specific capabilities or performance on particular tasks. Actually, what the community lacks is a general and powerful model to serve as a starting point for designing AI agents that can adapt to diverse scenarios. Due to the versatile capabilities they demonstrate, large language models (LLMs) are regarded as potential sparks for Artificial General Intelligence (AGI), offering hope for building general AI agents. Many researchers have leveraged LLMs as the foundation to build AI agents and have achieved significant progress. In this paper, we perform a comprehensive survey on LLM-based agents. We start by tracing the concept of agents from its philosophical origins to its development in AI, and explain why LLMs are suitable foundations for agents. Building upon this, we present a general framework for LLM-based agents, comprising three main components: brain, perception, and action, and the framework can be tailored for different applications. Subsequently, we explore the extensive applications of LLM-based agents in three aspects: single-agent scenarios, multi-agent scenarios, and human-agent cooperation. Following this, we delve into agent societies, exploring the behavior and personality of LLM-based agents, the social phenomena that emerge from an agent society, and the insights they offer for human society. Finally, we discuss several key topics and open problems within the field. A repository for the related papers at https://github.com/WooooDyy/LLM-Agent-Paper-List.",duplicate_existing_pool,duplicate,Duplicate of original Phase 1 candidate pool.,do_not_count_as_new_screen_record
FT-L4-021,Guided rewiring of social networks reduces polarization and accelerates collective action,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.12141,https://doi.org/10.48550/arxiv.2309.12141,"""LLM"" ""opinion dynamics"" ""network structure""",False,l4_graph_topology;llm_agent,high,6,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_l4_graph_topology,medium,https://openalex.org/W4386977845,abstract_available,"Global social and ecological challenges represent collective action problems requiring rapid and sufficient cooperation with pro-mitigation norms. Sociopolitical polarization hinders such cooperation. Prior agent-based models showed polarization emerges naturally in structured social networks and polarized cluster dissolution rate limits consensus formation rate. Here we study how guided link rewiring affects depolarization dynamics across synthetic and empirical (Facebook, Twitter) network topologies. We compare heuristic rewiring algorithms representing random meetings, mutual acquaintance introductions, and community bridging, alongside topology-based link recommender algorithms (Who to Follow and node2vec). Our heuristic algorithms all outperform Who to Follow in generating cooperative consensus. Homophilic rewiring generates cooperative consensus when agents can easily change opinions. However, heterophilic rewiring achieves this over broader conditions and can accelerate cooperative consensus formation by ~20%, including where up to 33% of the population experiences backfiring interactions. Heterophilic rewiring also vastly outperforms topology-based recommender algorithms. Random rewiring performed consistently well, achieving higher steady-state cooperation than seven out of eight more complex algorithms. Large disparities in steady-state cooperation for topology-based recommender systems highlight their volatility across network structures. Overall, our work reveals a subtle interplay between topology, rewiring algorithm and social depolarization, suggesting strong potential for carefully redesigning social networking technologies for social good.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-022,Gamification in Education,2023,Encyclopedia,https://doi.org/10.3390/encyclopedia3040089,https://doi.org/10.3390/encyclopedia3040089,"""large language model"" ""metaverse"" ""avatar"" ""spatial""",False,vr_npc_embodied;llm_agent,low,154,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4387308487,abstract_available,"Gamification, or gameful design, refers to the strategic application of game design principles, mechanics, and elements into non-game environments. It is often facilitated using digital platforms, aiming to solve problems, increase engagement, and motivate individuals towards their goals. The technique fosters a gameful and interactive experience, enhancing perceived autonomy, competence, and relatedness among users. With roots in fields like education, business, marketing, and services, gamification is a versatile tool that serves to enrich user experience and create value in a multitude of settings. The widespread impact of gamification across various sectors has transformed traditional methods of engagement, notably in education.",abstract_exclude,excluded,Abstract does not indicate a target LLM-agent spatial/social/network system.,exclude
FT-L4-023,Shaping the Emerging Norms of Using Large Language Models in Social Computing Research,2023,,https://doi.org/10.1145/3584931.3606955,https://doi.org/10.1145/3584931.3606955,"""generative agents"" ""social network"" ""community""",False,l4_graph_topology;llm_agent,high,19,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4387607021,abstract_available,"The emergence of Large Language Models (LLMs) has brought both excitement and concerns to social computing research. On the one hand, LLMs offer unprecedented capabilities in analyzing vast amounts of textual data and generating human-like responses, enabling researchers to delve into complex social phenomena. On the other hand, concerns are emerging regarding the validity, privacy, and ethics of the research when LLMs are involved. This SIG aims at offering an open space for social computing researchers who are interested in understanding the impacts of LLMs to discuss their current practices, perspectives, challenges when engaging with LLMs in their everyday work and collectively shaping the emerging norms of using LLMs in social computing research.",abstract_exclude,excluded,Abstract/title indicates unrelated domain or lacks target LLM-agent spatial/social system.,exclude
