paper_id,title,abstract,year,venue,url,doi,authors,source_families,final_status,corpus_tier,exclusion_reason,notes
doi-bd0cde4f1d,"A Metaverse: Taxonomy, Components, Applications, and Open Challenges","Unlike previous studies on the Metaverse based on Second Life, the current Metaverse is based on the social value of Generation Z that online and offline selves are not different. With the technological development of deep learning-based high-precision recognition models and natural generation models, Metaverse is being strengthened with various factors, from mobile-based always-on access to connectivity with reality using virtual currency. The integration of enhanced social activities and neural-net methods requires a new definition of Metaverse suitable for the present, different from the previous Metaverse. This paper divides the concepts and essential techniques necessary for realizing the Metaverse into three components (i.e., hardware, software, and contents) and three approaches (i.e., user interaction, implementation, and application) rather than marketing or hardware approach to conduct a comprehensive analysis. Furthermore, we describe essential methods based on three components and techniques to Metaverse&#x2019;s representative Ready Player One, Roblox, and Facebook research in the domain of films, games, and studies. Finally, we summarize the limitations and directions for implementing the immersive Metaverse as social influences, constraints, and open challenges.",2022,IEEE Access,https://doi.org/10.1109/access.2021.3140175,10.1109/access.2021.3140175,Sangmin Park; Young‐Gab Kim,phase1_c_openalex_2026-04-13,,,,
doi-6647eaa2f4,"A Multitask, Multilingual, Multimodal Evaluation of ChatGPT on Reasoning, Hallucination, and Interactivity","Yejin Bang, Samuel Cahyawijaya, Nayeon Lee, Wenliang Dai, Dan Su, Bryan Wilie, Holy Lovenia, Ziwei Ji, Tiezheng Yu, Willy Chung, Quyet V. Do, Yan Xu, Pascale Fung. Proceedings of the 13th International Joint Conference on Natural Language Processing and the 3rd Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics (Volume 1: Long Papers). 2023.",2023,Proceedings of the 13th International Joint Conference on Natural Language Processing and the 3rd Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2023.ijcnlp-main.45,10.18653/v1/2023.ijcnlp-main.45,Yejin Bang; Samuel Cahyawijaya; Nayeon Lee; Wenliang Dai; Dan Su; Bryan Wilie; Holy Lovenia; Ziwei Ji; Tiezheng Yu; Willy Chung; V. Quyet; Yan Xu; Pascale Fung,phase1_c_openalex_2026-04-13,,,,
doi-45e3b6ed24,ViTCN: Vision Transformer Contrastive Network for Reasoning,"Machine learning models have achieved significant milestones in various domains, for example, computer vision models have an exceptional result in object recognition, and in natural language processing, where Large Language Models (LLM) like GPT can start a conversation with human-like proficiency. However, abstract reasoning remains a challenge for these models, “Can AI really thinking like a human?” still be a question yet to be answered. Raven's Progressive Matrices (RPM) is a metric designed to assess human reasoning capabilities. It presents a series of eight images as a problem set, where the participant should try to discover the underlying rules among these images and select the most appropriate image from eight possible options that best completes the sequence. This task always be used to test human reasoning abilities and IQ. Zhang et al proposed a dataset called RAVEN [12] which can be used to test Machine Learning model abstract reasoning ability. In this paper, we purposed Vision Transformer Contrastive Network which build on previous work with the Contrastive Perceptual Inference network (CoPiNet), which set a new benchmark for permutation-invariant models Raven's Progressive Matrices by incorporating “contrast effects” from psychology, cognition, and education, and extends this foundation by leveraging the cutting-edge Vision Transformer architecture. This integration aims to further refine the machine's ability to process and reason about spatial-temporal information from pixel-level inputs and global wise features on RAVEN dataset.",2024,"2024 5th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",https://doi.org/10.1109/ainit61980.2024.10581446,10.1109/ainit61980.2024.10581446,Bo Song; Yichao Wu; Yuan Xu,phase1_c_openalex_2026-04-13,,,,
doi-efa46893e6,GRASP: A Grid-Based Benchmark for Evaluating Commonsense Spatial Reasoning,"Spatial reasoning, an important faculty of human cognition with many practical applications, is one of the core commonsense skills that is not purely language-based and, for satisfying (as opposed to optimal) solutions, requires some minimum degree of planning. Existing benchmarks of Commonsense Spatial Reasoning (CSR) tend to evaluate how Large Language Models (LLMs) interpret text-based spatial $\textit{descriptions}$ rather than directly evaluate a plan produced by the LLM in response to a $\textit{specific}$ spatial reasoning problem. In this paper, we construct a large-scale benchmark called GRASP, which consists of 16,000 grid-based environments where the agent is tasked with an energy collection problem. These environments include 100 grid instances instantiated using each of the 160 different grid settings, involving five different energy distributions, two modes of agent starting position, and two distinct obstacle configurations, as well as three kinds of agent constraints. Using GRASP, we compare classic baseline approaches, such as random walk and greedy search methods, with advanced LLMs like GPT-3.5-Turbo, GPT-4o, and GPT-o1-mini. The experimental results indicate that even these advanced LLMs struggle to consistently achieve satisfactory solutions.",2024,arXiv (Cornell University),http://arxiv.org/abs/2407.01892,10.48550/arxiv.2407.01892,Zhisheng Tang; Mayank Kejriwal,phase1_c_openalex_2026-04-13,,,,
doi-489c92d57e,"On The Planning Abilities of OpenAI's o1 Models: Feasibility, Optimality, and Generalizability","Recent advancements in Large Language Models (LLMs) have showcased their ability to perform complex reasoning tasks, but their effectiveness in planning remains underexplored. In this study, we evaluate the planning capabilities of OpenAI's o1 models across a variety of benchmark tasks, focusing on three key aspects: feasibility, optimality, and generalizability. Through empirical evaluations on constraint-heavy tasks (e.g., $\textit{Barman}$, $\textit{Tyreworld}$) and spatially complex environments (e.g., $\textit{Termes}$, $\textit{Floortile}$), we highlight o1-preview's strengths in self-evaluation and constraint-following, while also identifying bottlenecks in decision-making and memory management, particularly in tasks requiring robust spatial reasoning. Our results reveal that o1-preview outperforms GPT-4 in adhering to task constraints and managing state transitions in structured environments. However, the model often generates suboptimal solutions with redundant actions and struggles to generalize effectively in spatially complex tasks. This pilot study provides foundational insights into the planning limitations of LLMs, offering key directions for future research on improving memory management, decision-making, and generalization in LLM-based planning. Code available at https://github.com/VITA-Group/o1-planning.",2024,arXiv (Cornell University),http://arxiv.org/abs/2409.19924,10.48550/arxiv.2409.19924,Kevin Wang; Junbo Li; Neel P. Bhatt; Yihan Xi; Qiang Liu; Ufuk Topcu; Zhangyang Wang,phase1_c_openalex_2026-04-13,,,,
doi-8fb8dab107,Urban planning in the age of large language models: Assessing OpenAI o1's performance and capabilities across 556 tasks,This work evaluates a large language model for urban-planning tasks at broad scale. It examines model capabilities across a large task set and discusses what current LLM performance implies for planning analysis and decision support.,2025,Computers Environment and Urban Systems,https://doi.org/10.1016/j.compenvurbsys.2025.102332,10.1016/j.compenvurbsys.2025.102332,Xukai Zhao; He Huang; Tao Yang; Yuxing Lu; Lu Zhang; Ruoyu Wang; Zhengliang Liu; Tianyang Zhong; Tianming Liu,phase1_c_openalex_2026-04-13,,,,
doi-372d397a08,Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models,"Language models demonstrate both quantitative improvement and new qualitative capabilities with increasing scale. Despite their potentially transformative impact, these new capabilities are as yet poorly characterized. In order to inform future research, prepare for disruptive new model capabilities, and ameliorate socially harmful effects, it is vital that we understand the present and near-future capabilities and limitations of language models. To address this challenge, we introduce the Beyond the Imitation Game benchmark (BIG-bench). BIG-bench currently consists of 204 tasks, contributed by 450 authors across 132 institutions. Task topics are diverse, drawing problems from linguistics, childhood development, math, common-sense reasoning, biology, physics, social bias, software development, and beyond. BIG-bench focuses on tasks that are believed to be beyond the capabilities of current language models. We evaluate the behavior of OpenAI's GPT models, Google-internal dense transformer architectures, and Switch-style sparse transformers on BIG-bench, across model sizes spanning millions to hundreds of billions of parameters. In addition, a team of human expert raters performed all tasks in order to provide a strong baseline. Findings include: model performance and calibration both improve with scale, but are poor in absolute terms (and when compared with rater performance); performance is remarkably similar across model classes, though with benefits from sparsity; tasks that improve gradually and predictably commonly involve a large knowledge or memorization component, whereas tasks that exhibit ""breakthrough"" behavior at a critical scale often involve multiple steps or components, or brittle metrics; social bias typically increases with scale in settings with ambiguous context, but this can be improved with prompting.",2022,arXiv (Cornell University),http://arxiv.org/abs/2206.04615,10.48550/arxiv.2206.04615,"Aarohi Srivastava; Abhinav Rastogi; Abhishek S. Rao; Abu Awal Shoeb; Abubakar Abid; Adam Fisch; Adam R. Brown; Adam Santoro; Aditya Gupta; Adrià Garriga-Alonso; Agnieszka Kluska; Aitor Lewkowycz; Akshat Agarwal; Alethea Power; Alex Ray; Alex Warstadt; Alexander W. Kocurek; Ali Safaya; Ali Tazarv; Alice Xiang; Alicia Parrish; Allen Nie; Aman Hussain; Amanda Askell; Amanda Dsouza; Slone, Ambrose; Ameet Rahane; Anantharaman S. Iyer; Anders Andreassen; Madotto, Andrea; Andrea Santilli; Andreas Stuhlmüller; Andrew M. Dai; Andrew La; Andrew K. Lampinen; Andy Zou; Angela Jiang; Angelica Chen; Anh Vuong; Animesh Gupta; Anna Gottardi; Antonio Norelli; Anu Venkatesh; Arash Gholamidavoodi; Arfa Tabassum; Arul Menezes; Arun Kirubarajan; Asher Mullokandov; Ashish Sabharwal; Austin Herrick; Avia Efrat; Aykut Erdem; Ayla Karakaş; B. Ryan Roberts; Bao Sheng Loe; Barret Zoph; Bartłomiej Bojanowski; Batuhan Özyurt; Behnam Hedayatnia; Behnam Neyshabur; Benjamin Inden; Benno Stein; Berk Ekmekci; Bill Lin; Blake Stephen Howald; Orinion, Bryan; Cameron Diao; Cameron Dour; Catherine Stinson; Cedrick Argueta; Cèsar Ferri; Chandan Singh; Charles Rathkopf; Chenlin Meng; Chitta Baral; Chiyu Wu; Chris Callison-Burch; Chris Waites; Christian C. Voigt; Christopher D. Manning; Christopher Potts; C. Héctor Ramírez; Clara E. Rivera; Clemencia Siro; Colin Raffel; Courtney Ashcraft; Cristina Gârbacea; Damien Sileo; Dan Garrette; Dan Hendrycks; Dan Kilman; Dan Roth; Daniel Freeman; Daniel Khashabi; Daniel Levy; Daniel Moseguí González; Perszyk, Danielle; Danny Hernandez; Danqi Chen; Daphne Ippolito",phase1_c_openalex_2026-04-13,,,,
doi-784e73c59c,MiniGPT-4: Enhancing Vision-Language Understanding with Advanced Large Language Models,"The recent GPT-4 has demonstrated extraordinary multi-modal abilities, such as directly generating websites from handwritten text and identifying humorous elements within images. These features are rarely observed in previous vision-language models. However, the technical details behind GPT-4 continue to remain undisclosed. We believe that the enhanced multi-modal generation capabilities of GPT-4 stem from the utilization of sophisticated large language models (LLM). To examine this phenomenon, we present MiniGPT-4, which aligns a frozen visual encoder with a frozen advanced LLM, Vicuna, using one projection layer. Our work, for the first time, uncovers that properly aligning the visual features with an advanced large language model can possess numerous advanced multi-modal abilities demonstrated by GPT-4, such as detailed image description generation and website creation from hand-drawn drafts. Furthermore, we also observe other emerging capabilities in MiniGPT-4, including writing stories and poems inspired by given images, teaching users how to cook based on food photos, and so on. In our experiment, we found that the model trained on short image caption pairs could produce unnatural language outputs (e.g., repetition and fragmentation). To address this problem, we curate a detailed image description dataset in the second stage to finetune the model, which consequently improves the model's generation reliability and overall usability. Our code, pre-trained model, and collected dataset are available at https://minigpt-4.github.io/.",2023,arXiv (Cornell University),http://arxiv.org/abs/2304.10592,10.48550/arxiv.2304.10592,Deyao Zhu; Jun Chen; Xiaoqian Shen; Xiang Li; Mohamed Elhoseiny,phase1_c_openalex_2026-04-13,,,,
doi-109f4815f9,Generative Agents: Interactive Simulacra of Human Behavior,"Believable proxies of human behavior can empower interactive applications ranging from immersive environments to rehearsal spaces for interpersonal communication to prototyping tools. In this paper, we introduce generative agents: computational software agents that simulate believable human behavior. Generative agents wake up, cook breakfast, and head to work; artists paint, while authors write; they form opinions, notice each other, and initiate conversations; they remember and reflect on days past as they plan the next day. To enable generative agents, we describe an architecture that extends a large language model to store a complete record of the agent’s experiences using natural language, synthesize those memories over time into higher-level reflections, and retrieve them dynamically to plan behavior. We instantiate generative agents to populate an interactive sandbox environment inspired by The Sims, where end users can interact with a small town of twenty-five agents using natural language. In an evaluation, these generative agents produce believable individual and emergent social behaviors. For example, starting with only a single user-specified notion that one agent wants to throw a Valentine’s Day party, the agents autonomously spread invitations to the party over the next two days, make new acquaintances, ask each other out on dates to the party, and coordinate to show up for the party together at the right time. We demonstrate through ablation that the components of our agent architecture—observation, planning, and reflection—each contribute critically to the believability of agent behavior. By fusing large language models with computational interactive agents, this work introduces architectural and interaction patterns for enabling believable simulations of human behavior.",2023,Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,https://doi.org/10.1145/3586183.3606763,10.1145/3586183.3606763,Joon Sung Park; Joseph O’Brien; Carrie J. Cai; Meredith Ringel Morris; Percy Liang; Michael S. Bernstein,phase1_d_openalex_2026-04-13,,,,
doi-df8e1463b3,Can Generative Agent-Based Modeling Replicate the Friendship Paradox in Social Media Simulations?,"Generative Agent-Based Modeling (GABM) is an emerging simulation paradigm that combines the reasoning abilities of Large Language Models with traditional Agent-Based Modeling to replicate complex social behaviors, including interactions on social media.While prior work has focused on localized phenomena such as opinion formation and information spread, its potential to capture global network dynamics remains underexplored.This paper addresses this gap by analyzing GABM-based social media simulations through the lens of the Friendship Paradox (FP), a counterintuitive phenomenon where individuals, on average, have fewer friends than their friends.We propose a GABM framework for social media simulations, featuring generative agents that emulate real users with distinct personalities and interests.Using Twitter datasets on the US 2020 Election and the QAnon conspiracy, we show that the FP emerges naturally in GABM simulations.Consistent with realworld observations, the simulations unveil a hierarchical structure, where agents preferentially connect with others displaying higher activity or influence.Additionally, we find that infrequent connections primarily drive the FP, reflecting patterns in real networks.These findings validate GABM as a robust tool for modeling global social media phenomena and highlight its potential for advancing social science by enabling nuanced analysis of user behavior.",2025,Proceedings of the 17th ACM Web Science Conference 2025,https://doi.org/10.1145/3717867.3717895,10.1145/3717867.3717895,Gian Marco Orlando; Valerio La Gatta; Diego Russo; Vincenzo Moscato,phase1_d_openalex_2026-04-13,,,,
doi-72766f7b0a,Agent-Based Modelling Meets Generative AI in Social Network Simulations,"Agent-Based Modelling (ABM) has emerged as an essential tool for simulating social networks, encompassing diverse phenomena such as information dissemination, influence dynamics, and community formation. However, manually configuring varied agent interactions and information flow dynamics poses challenges, often resulting in oversimplified models that lack real-world generalizability. Integrating modern Large Language Models (LLMs) with ABM presents a promising avenue to address these challenges and enhance simulation fidelity, leveraging LLMs' human-like capabilities in sensing, reasoning, and behavior. In this paper, we propose a novel framework utilizing LLM-empowered agents to simulate social network users based on their interests and personality traits. The framework allows for customizable agent interactions resembling various social network platforms, including mechanisms for content resharing and personalized recommendations. We validate our framework using a comprehensive Twitter dataset from the 2020 US election, demonstrating that LLM-agents accurately replicate real users' behaviors, including linguistic patterns and political inclinations. These agents form homogeneous ideological clusters and retain the main themes of their community. Notably, preference-based recommendations significantly influence agent behavior, promoting increased engagement, network homophily and the formation of echo chambers. Overall, our findings underscore the potential of LLM-agents in advancing social media simulations and unraveling intricate online dynamics.",2025,Lecture notes in computer science,https://doi.org/10.1007/978-3-031-78541-2_10,10.1007/978-3-031-78541-2_10,Antonino Ferraro; Antonio Galli; Valerio La Gatta; Marco Postiglione; Gian Marco Orlando; Diego Russo; Gary E. Riccio; Antonio Romano; Vincenzo Moscato,phase1_d_openalex_2026-04-13,,,,
doi-6dda4392b2,Validation is the central challenge for generative social simulation: a critical review of LLMs in agent-based modeling,"Recent advances in Large Language Models (LLMs) have revitalized interest in Agent-Based Models (ABMs) by enabling ""generative"" simulations, with agents that can plan, reason, and interact through natural language. These developments promise greater realism and expressive power, but also revive long-standing concerns over empirical grounding, calibration, and validation-issues that have historically limited the uptake of ABMs in the social sciences. This paper systematically reviews the emerging literature on generative ABMs to assess how these long-standing challenges are being addressed. We map domains of application, categorize reported validation practices, and assess their alignment with the stated modeling goals. Our review suggests that the use of LLMs may exacerbate rather than alleviate the challenge of validating ABMs, given their black-box structure, cultural biases, and stochastic outputs. While the need for validation is increasingly acknowledged, studies often rely on face-validity or outcome measures that are only loosely tied to underlying mechanisms. Generative ABMs thus occupy an ambiguous methodological space-lacking both the parsimony of formal models and the empirical validity of data-driven approaches-and their contribution to cumulative social-scientific knowledge hinges on resolving this tension.",2025,Artificial Intelligence Review,https://doi.org/10.1007/s10462-025-11412-6,10.1007/s10462-025-11412-6,Maik Larooij; Petter Törnberg,phase1_d_openalex_2026-04-13,,,,
doi-8135ab7f3e,Simulating Public Administration Crisis: A Novel Generative Agent-Based Simulation System to Lower Technology Barriers in Social Science Research,"This article proposes a social simulation paradigm based on the GPT-3.5 large language model. It involves constructing Generative Agents that emulate human cognition, memory, and decision-making frameworks, along with establishing a virtual social system capable of stable operation and an insertion mechanism for standardized public events. The project focuses on simulating a township water pollution incident, enabling the comprehensive examination of a virtual government's response to a specific public administration event. Controlled variable experiments demonstrate that the stored memory in generative agents significantly influences both individual decision-making and social networks. The Generative Agent-Based Simulation System introduces a novel approach to social science and public administration research. Agents exhibit personalized customization, and public events are seamlessly incorporated through natural language processing. Its high flexibility and extensive social interaction render it highly applicable in social science investigations. The system effectively reduces the complexity associated with building intricate social simulations while enhancing its interpretability.",2023,arXiv (Cornell University),http://arxiv.org/abs/2311.06957,10.48550/arxiv.2311.06957,Bushi Xiao; Ziyuan Yin; Zixuan Shan,phase1_d_openalex_2026-04-13,,,,
doi-3c80c248d0,Generative Agents: Interactive Simulacra of Human Behavior,"Believable proxies of human behavior can empower interactive applications ranging from immersive environments to rehearsal spaces for interpersonal communication to prototyping tools. In this paper, we introduce generative agents--computational software agents that simulate believable human behavior. Generative agents wake up, cook breakfast, and head to work; artists paint, while authors write; they form opinions, notice each other, and initiate conversations; they remember and reflect on days past as they plan the next day. To enable generative agents, we describe an architecture that extends a large language model to store a complete record of the agent's experiences using natural language, synthesize those memories over time into higher-level reflections, and retrieve them dynamically to plan behavior. We instantiate generative agents to populate an interactive sandbox environment inspired by The Sims, where end users can interact with a small town of twenty five agents using natural language. In an evaluation, these generative agents produce believable individual and emergent social behaviors: for example, starting with only a single user-specified notion that one agent wants to throw a Valentine's Day party, the agents autonomously spread invitations to the party over the next two days, make new acquaintances, ask each other out on dates to the party, and coordinate to show up for the party together at the right time. We demonstrate through ablation that the components of our agent architecture--observation, planning, and reflection--each contribute critically to the believability of agent behavior. By fusing large language models with computational, interactive agents, this work introduces architectural and interaction patterns for enabling believable simulations of human behavior.",2023,arXiv (Cornell University),http://arxiv.org/abs/2304.03442,10.48550/arxiv.2304.03442,Joon-Sung Park; Joseph C. O'Brien; Carrie J. Cai; Meredith Ringel Morris; Percy Liang; Michael S. Bernstein,phase1_d_openalex_2026-04-13,,,,
doi-7ee4c1d19c,Multimodal Safety Evaluation in Generative Agent Social Simulations,"Can generative agents be trusted in multimodal environments? Despite advances in large language and vision-language models that enable agents to act autonomously and pursue goals in rich settings, their ability to reason about safety, coherence, and trust across modalities remains limited. We introduce a reproducible simulation framework for evaluating agents along three dimensions: (1) safety improvement over time, including iterative plan revisions in text-visual scenarios; (2) detection of unsafe activities across multiple categories of social situations; and (3) social dynamics, measured as interaction counts and acceptance ratios of social exchanges. Agents are equipped with layered memory, dynamic planning, multimodal perception, and are instrumented with SocialMetrics, a suite of behavioral and structural metrics that quantifies plan revisions, unsafe-to-safe conversions, and information diffusion across networks. Experiments show that while agents can detect direct multimodal contradictions, they often fail to align local revisions with global safety, reaching only a 55 percent success rate in correcting unsafe plans. Across eight simulation runs with three models - Claude, GPT-4o mini, and Qwen-VL - five agents achieved average unsafe-to-safe conversion rates of 75, 55, and 58 percent, respectively. Overall performance ranged from 20 percent in multi-risk scenarios with GPT-4o mini to 98 percent in localized contexts such as fire/heat with Claude. Notably, 45 percent of unsafe actions were accepted when paired with misleading visuals, showing a strong tendency to overtrust images. These findings expose critical limitations in current architectures and provide a reproducible platform for studying multimodal safety, coherence, and social dynamics.",2025,ArXiv.org,http://arxiv.org/abs/2510.07709,10.48550/arxiv.2510.07709,A. Vera; Karen Sánchez; Carlos Hinojosa; Haidar Bin Hamid; Donghoon Kim; Bernard Ghanem,phase1_d_openalex_2026-04-13,,,,
doi-efdf2436d9,Generative agent‐based modeling: an introduction and tutorial,"Abstract We discuss the emerging new opportunity for building feedback‐rich computational models of social systems using generative artificial intelligence. Referred to as generative agent‐based models (GABMs), such individual‐level models utilize large language models to represent human decision‐making in social settings. We provide a GABM case in which human behavior can be incorporated into simulation models by coupling a mechanistic model of human interactions with a pre‐trained large language model. This is achieved by introducing a simple GABM of social norm diffusion in an organization. For educational purposes, the model is intentionally kept simple. We examine a wide range of scenarios and the sensitivity of the results to several changes in the prompt. We hope the article and the model serve as a guide for building useful dynamic models of various social systems that include realistic human reasoning and decision‐making. © 2024 The Author(s). System Dynamics Review published by John Wiley &amp; Sons Ltd on behalf of System Dynamics Society.",2024,System Dynamics Review,https://doi.org/10.1002/sdr.1761,10.1002/sdr.1761,Navid Ghaffarzadegan; Aritra Majumdar; Ross Williams; Niyousha Hosseinichimeh,phase1_d_openalex_2026-04-13,,,,
doi-f9bf4ca031,Methods That Support the Validation of Agent-Based Models: An Overview and Discussion,"Validation is the process of determining if a model adequately represents the system under study for the modelâ€™s intended purpose. Validation is a critical component in building the credibility of a simulation model with its end-users. Effectively conducting validation can be a daunting task for both novice and experienced simulation developers. Further compounding the difficult task of conducting validation is that there is no universally accepted approach for assessing a simulation. These challenges are particularly relevant to the paradigm of Agent-Based Modeling and Simulation (ABMS) because of the complexity found in these modelsâ€™ mechanisms and in the real-world situations they attempt to represent. To aid both the novice and expert in conducting a validation process for an agent-based simulation, this article reviews nine methods that are useful for this process, including foundational topics of docking, empirical validation, sampling, and visualization, as well as advanced topics of bootstrapping, causal analysis, inverse generative social science, and role-playing. Each method is reviewed with respect to its benefits and limitations as a validation-supporting method for ABMS. Suggestions that may support a validation plan for an agent-based simulations, are also provided. This article is an introductory guide for understanding and conducting ABMS validation for developers of all experience levels.",2024,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5258,10.18564/jasss.5258,Andrew J. Collins; Matthew Koehler; Christopher J. Lynch,phase1_d_openalex_2026-04-13,,,,
doi-31ea992e1f,"Generative Agent Simulations of 1,000 People","The promise of human behavioral simulation--general-purpose computational agents that replicate human behavior across domains--could enable broad applications in policymaking and social science. We present a novel agent architecture that simulates the attitudes and behaviors of 1,052 real individuals--applying large language models to qualitative interviews about their lives, then measuring how well these agents replicate the attitudes and behaviors of the individuals that they represent. The generative agents replicate participants' responses on the General Social Survey 85% as accurately as participants replicate their own answers two weeks later, and perform comparably in predicting personality traits and outcomes in experimental replications. Our architecture reduces accuracy biases across racial and ideological groups compared to agents given demographic descriptions. This work provides a foundation for new tools that can help investigate individual and collective behavior.",2024,arXiv (Cornell University),http://arxiv.org/abs/2411.10109,10.48550/arxiv.2411.10109,Joon Sung Park; Changqing Zou; Aaron Shaw; Benjamin Mako Hill; Carrie J. Cai; Meredith Ringel Morris; Robb Willer; Percy Liang; Michael S. Bernstein,phase1_d_openalex_2026-04-13,,,,
doi-3e3818df37,ChatGPT for good? On opportunities and challenges of large language models for education,"Large language models represent a significant advancement in the field of AI. The underlying technology is key to further innovations and, despite critical views and even bans within communities and regions, large language models are here to stay. This position paper presents the potential benefits and challenges of educational applications of large language models, from student and teacher perspectives. We briefly discuss the current state of large language models and their applications. We then highlight how these models can be used to create educational content, improve student engagement and interaction, and personalize learning experiences. With regard to challenges, we argue that large language models in education require teachers and learners to develop sets of competencies and literacies necessary to both understand the technology as well as their limitations and unexpected brittleness of such systems. In addition, a clear strategy within educational systems and a clear pedagogical approach with a strong focus on critical thinking and strategies for fact checking are required to integrate and take full advantage of large language models in learning settings and teaching curricula. Other challenges such as the potential bias in the output, the need for continuous human oversight, and the potential for misuse are not unique to the application of AI in education. But we believe that, if handled sensibly, these challenges can offer insights and opportunities in education scenarios to acquaint students early on with potential societal biases, criticalities, and risks of AI applications. We conclude with recommendations for how to address these challenges and ensure that such models are used in a responsible and ethical manner in education.",2023,Learning and Individual Differences,https://doi.org/10.1016/j.lindif.2023.102274,10.1016/j.lindif.2023.102274,Enkelejda Kasneci; Kathrin Seßler; Stefan Küchemann; Maria Bannert; Daryna Dementieva; Frank Fischer; Urs Gasser; Georg Groh; Stephan Günnemann; Eyke Hüllermeier; Stephan Krusche; Gitta Kutyniok; Tilman Michaeli; Claudia Nerdel; Jürgen Pfeffer; Oleksandra Poquet; Michael Sailer; Albrecht Schmidt; Tina Seidel; Matthias Stadler; J. Weller; Jochen Kühn; Gjergji Kasneci,phase1_d_openalex_2026-04-13,,,,
doi-17e69c6483,The roots of polarization in the individual reward system,"Polarization raises concerns for democracy and society, which have expanded in the internet era where (mis)information has become ubiquitous, its transmission faster than ever, and the freedom and means of opinion expressions are expanding. The origin of polarization however remains unclear, with multiple social and emotional factors and individual reasoning biases likely to explain its current forms. In the present work, we adopt a principled approach and show that polarization tendencies can take root in biased reward processing of new information in favour of choice confirmatory evidence. Through agent-based simulations, we show that confirmation bias in individual learning is an independent mechanism and could be sufficient for creating polarization at group level independently of any additional assumptions about the opinions themselves, <i>a priori</i> beliefs about them, information transmission mechanisms or the structure of social relationship between individuals. This generative process can interact with polarization mechanisms described elsewhere, but constitutes an entrenched biological tendency that helps explain the extraordinary resilience of polarization against mitigating efforts such as dramatic informational change in the environment.",2024,Proceedings of the Royal Society B Biological Sciences,https://doi.org/10.1098/rspb.2023.2011,10.1098/rspb.2023.2011,Germain Lefebvre; Ophélia Deroy; Bahador Bahrami,phase1_d_openalex_2026-04-13,,,,
doi-ce2c305599,Exploring the Digital Transformation of Generative AI-Assisted Foreign Language Education: A Socio-Technical Systems Perspective Based on Mixed-Methods,"This study investigates the complex dynamics and impacts of generative AI integration in foreign language education through the lens of the Generative AI-assisted Foreign Language Education Socio-Technical System (GAIFL-STS) model. Employing an integrated mixed-methods design, the study combines qualitative case studies and hybrid simulation modeling to examine the affordances, challenges, and implications of AI adoption from a multi-level, multi-dimensional, and multi-stakeholder perspective. The qualitative findings, based on interviews, observations, and document analyses, reveal the transformative potential of generative AI in enhancing language learning experiences, as well as the social, cultural, and ethical tensions that arise in the process. The quantitative results, derived from system dynamics and agent-based modeling, provide a systemic and dynamic understanding of the key variables, feedback loops, and emergent properties that shape the trajectories and outcomes of AI integration. The integrated findings offer valuable insights into the strategies, practices, and policies that can support the effective, equitable, and responsible implementation of AI in language education.",2024,Systems,https://doi.org/10.3390/systems12110462,10.3390/systems12110462,Yang Zhang; Changqi Dong,phase1_d_openalex_2026-04-13,,,,
doi-d6f8f74cf0,Harnessing Large Language Models to Simulate Realistic Human Responses to Social Engineering Attacks: A Case Study,"The research publication, “Generative Agents: Interactive Simulacra of Human Behavior,” by Stanford and Google in 2023 established that large language models (LLMs) such as GPT-4 can generate interactive agents with credible and emergent human-like behaviors. However, their application in simulating human responses in cybersecurity scenarios, particularly in social engineering attacks, remains unexplored. In addressing that gap, this study explores the potential of LLMs, specifically the Open AI GPT-4 model, to simulate a broad spectrum of human responses to social engineering attacks that exploit human social behaviors, framing our primary research question: How does the simulated behavior of human targets, based on the Big Five personality traits, responds to social engineering attacks? . This study aims to provide valuable insights for organizations and researchers striving to systematically analyze human behavior and identify prevalent human qualities, as defined by the Big Five personality traits, that are susceptible to social engineering attacks, specifically phishing emails. Also, it intends to offer recommendations for the cybersecurity industry and policymakers on mitigating these risks. The findings indicate that LLMs can provide realistic simulations of human responses to social engineering attacks, highlighting certain personality traits as more susceptible.",2023,International Journal of Cybersecurity Intelligence and Cybercrime,https://doi.org/10.52306/2578-3289.1172,10.52306/2578-3289.1172,Mohammad Asfour; Juan Carlos Murillo,phase1_d_openalex_2026-04-13,,,,
